year,state,county,county_code,candidate,party
2012,Wisconsin,Sawyer,55113,Barack Obama,democrat
2012,Wisconsin,Sauk,55111,Barack Obama,democrat
2012,Wisconsin,St. Croix,55109,Mitt Romney,republican
2012,Wisconsin,Rusk,55107,Mitt Romney,republican
2012,Wisconsin,Rock,55105,Barack Obama,democrat
2012,Wisconsin,Richland,55103,Barack Obama,democrat
2012,Wisconsin,Racine,55101,Barack Obama,democrat
2012,Wisconsin,Price,55099,Barack Obama,democrat
2012,Wisconsin,Portage,55097,Barack Obama,democrat
2012,Wisconsin,Polk,55095,Mitt Romney,republican
2012,Wisconsin,Pierce,55093,Mitt Romney,republican
2012,Wisconsin,Pepin,55091,Barack Obama,democrat
2012,Wisconsin,Ozaukee,55089,Mitt Romney,republican
2012,Wisconsin,Outagamie,55087,Mitt Romney,republican
2012,Wisconsin,Oneida,55085,Mitt Romney,republican
2012,Wisconsin,Oconto,55083,Mitt Romney,republican
2012,Wisconsin,Monroe,55081,Mitt Romney,republican
2012,Wisconsin,Milwaukee,55079,Barack Obama,democrat
2012,Wisconsin,Menominee,55078,Barack Obama,democrat
2012,Wisconsin,Marquette,55077,Barack Obama,democrat
2012,Wisconsin,Marinette,55075,Mitt Romney,republican
2012,Wisconsin,Marathon,55073,Mitt Romney,republican
2012,Wisconsin,Manitowoc,55071,Mitt Romney,republican
2012,Wisconsin,Lincoln,55069,Barack Obama,democrat
2012,Wisconsin,Langlade,55067,Mitt Romney,republican
2012,Wisconsin,Lafayette,55065,Barack Obama,democrat
2012,Wisconsin,La Crosse,55063,Barack Obama,democrat
2012,Wisconsin,Kewaunee,55061,Mitt Romney,republican
2012,Wisconsin,Kenosha,55059,Barack Obama,democrat
2012,Wisconsin,Juneau,55057,Barack Obama,democrat
2012,Wisconsin,Jefferson,55055,Mitt Romney,republican
2012,Wisconsin,Jackson,55053,Barack Obama,democrat
2012,Wisconsin,Iron,55051,Mitt Romney,republican
2012,Wisconsin,Iowa,55049,Barack Obama,democrat
2012,Wisconsin,Green Lake,55047,Mitt Romney,republican
2012,Wisconsin,Green,55045,Barack Obama,democrat
2012,Wisconsin,Grant,55043,Barack Obama,democrat
2012,Wisconsin,Forest,55041,Barack Obama,democrat
2012,Wisconsin,Fond du Lac,55039,Mitt Romney,republican
2012,Wisconsin,Florence,55037,Mitt Romney,republican
2012,Wisconsin,Eau Claire,55035,Barack Obama,democrat
2012,Wisconsin,Dunn,55033,Barack Obama,democrat
2012,Wisconsin,Douglas,55031,Barack Obama,democrat
2012,Wisconsin,Door,55029,Barack Obama,democrat
2012,Wisconsin,Dodge,55027,Mitt Romney,republican
2012,Wisconsin,Dane,55025,Barack Obama,democrat
2012,Wisconsin,Crawford,55023,Barack Obama,democrat
2012,Wisconsin,Columbia,55021,Barack Obama,democrat
2012,Wisconsin,Clark,55019,Mitt Romney,republican
2012,Wisconsin,Chippewa,55017,Mitt Romney,republican
2012,Wisconsin,Calumet,55015,Mitt Romney,republican
2012,Wisconsin,Burnett,55013,Mitt Romney,republican
2012,Wisconsin,Buffalo,55011,Barack Obama,democrat
2012,Wisconsin,Brown,55009,Mitt Romney,republican
2012,Wisconsin,Bayfield,55007,Barack Obama,democrat
2012,Wisconsin,Barron,55005,Mitt Romney,republican
2012,Wisconsin,Ashland,55003,Barack Obama,democrat
2012,Wisconsin,Adams,55001,Barack Obama,democrat
2012,West Virginia,Wyoming,54109,Mitt Romney,republican
2012,West Virginia,Wood,54107,Mitt Romney,republican
2012,West Virginia,Wirt,54105,Mitt Romney,republican
2012,West Virginia,Wetzel,54103,Mitt Romney,republican
2012,West Virginia,Webster,54101,Mitt Romney,republican
2012,West Virginia,Wayne,54099,Mitt Romney,republican
2012,West Virginia,Upshur,54097,Mitt Romney,republican
2012,West Virginia,Tyler,54095,Mitt Romney,republican
2012,West Virginia,Tucker,54093,Mitt Romney,republican
2012,West Virginia,Taylor,54091,Mitt Romney,republican
2012,West Virginia,Summers,54089,Mitt Romney,republican
2012,West Virginia,Roane,54087,Mitt Romney,republican
2012,West Virginia,Ritchie,54085,Mitt Romney,republican
2012,West Virginia,Randolph,54083,Mitt Romney,republican
2012,West Virginia,Raleigh,54081,Mitt Romney,republican
2012,West Virginia,Putnam,54079,Mitt Romney,republican
2012,West Virginia,Preston,54077,Mitt Romney,republican
2012,West Virginia,Pocahontas,54075,Mitt Romney,republican
2012,West Virginia,Pleasants,54073,Mitt Romney,republican
2012,West Virginia,Pendleton,54071,Mitt Romney,republican
2012,West Virginia,Ohio,54069,Mitt Romney,republican
2012,West Virginia,Nicholas,54067,Mitt Romney,republican
2012,West Virginia,Morgan,54065,Mitt Romney,republican
2012,West Virginia,Monroe,54063,Mitt Romney,republican
2012,West Virginia,Monongalia,54061,Mitt Romney,republican
2012,West Virginia,Mingo,54059,Mitt Romney,republican
2012,West Virginia,Mineral,54057,Mitt Romney,republican
2012,West Virginia,Mercer,54055,Mitt Romney,republican
2012,West Virginia,Mason,54053,Mitt Romney,republican
2012,West Virginia,Marshall,54051,Mitt Romney,republican
2012,West Virginia,Marion,54049,Mitt Romney,republican
2012,West Virginia,McDowell,54047,Mitt Romney,republican
2012,West Virginia,Logan,54045,Mitt Romney,republican
2012,West Virginia,Lincoln,54043,Mitt Romney,republican
2012,West Virginia,Lewis,54041,Mitt Romney,republican
2012,West Virginia,Kanawha,54039,Mitt Romney,republican
2012,West Virginia,Jefferson,54037,Mitt Romney,republican
2012,West Virginia,Jackson,54035,Mitt Romney,republican
2012,West Virginia,Harrison,54033,Mitt Romney,republican
2012,West Virginia,Hardy,54031,Mitt Romney,republican
2012,West Virginia,Hancock,54029,Mitt Romney,republican
2012,West Virginia,Hampshire,54027,Mitt Romney,republican
2012,West Virginia,Greenbrier,54025,Mitt Romney,republican
2012,West Virginia,Grant,54023,Mitt Romney,republican
2012,West Virginia,Gilmer,54021,Mitt Romney,republican
2012,West Virginia,Fayette,54019,Mitt Romney,republican
2012,West Virginia,Doddridge,54017,Mitt Romney,republican
2012,West Virginia,Clay,54015,Mitt Romney,republican
2012,West Virginia,Calhoun,54013,Mitt Romney,republican
2012,West Virginia,Cabell,54011,Mitt Romney,republican
2012,West Virginia,Brooke,54009,Mitt Romney,republican
2012,West Virginia,Braxton,54007,Mitt Romney,republican
2012,West Virginia,Boone,54005,Mitt Romney,republican
2012,West Virginia,Berkeley,54003,Mitt Romney,republican
2012,West Virginia,Barbour,54001,Mitt Romney,republican
2012,Washington,Yakima,53077,Mitt Romney,republican
2012,Washington,Whitman,53075,Mitt Romney,republican
2012,Washington,Whatcom,53073,Barack Obama,democrat
2012,Washington,Walla Walla,53071,Mitt Romney,republican
2012,Washington,Wahkiakum,53069,Mitt Romney,republican
2012,Washington,Thurston,53067,Barack Obama,democrat
2012,Washington,Stevens,53065,Mitt Romney,republican
2012,Washington,Spokane,53063,Mitt Romney,republican
2012,Washington,Snohomish,53061,Barack Obama,democrat
2012,Washington,Skamania,53059,Mitt Romney,republican
2012,Washington,Skagit,53057,Barack Obama,democrat
2012,Washington,San Juan,53055,Barack Obama,democrat
2012,Washington,Pierce,53053,Barack Obama,democrat
2012,Washington,Pend Oreille,53051,Mitt Romney,republican
2012,Washington,Pacific,53049,Barack Obama,democrat
2012,Washington,Okanogan,53047,Mitt Romney,republican
2012,Washington,Mason,53045,Barack Obama,democrat
2012,Washington,Lincoln,53043,Mitt Romney,republican
2012,Washington,Lewis,53041,Mitt Romney,republican
2012,Washington,Klickitat,53039,Mitt Romney,republican
2012,Washington,Kittitas,53037,Mitt Romney,republican
2012,Washington,Kitsap,53035,Barack Obama,democrat
2012,Washington,King,53033,Barack Obama,democrat
2012,Washington,Jefferson,53031,Barack Obama,democrat
2012,Washington,Island,53029,Barack Obama,democrat
2012,Washington,Grays Harbor,53027,Barack Obama,democrat
2012,Washington,Grant,53025,Mitt Romney,republican
2012,Washington,Garfield,53023,Mitt Romney,republican
2012,Washington,Franklin,53021,Mitt Romney,republican
2012,Washington,Ferry,53019,Mitt Romney,republican
2012,Washington,Douglas,53017,Mitt Romney,republican
2012,Washington,Cowlitz,53015,Barack Obama,democrat
2012,Washington,Columbia,53013,Mitt Romney,republican
2012,Washington,Clark,53011,Barack Obama,democrat
2012,Washington,Clallam,53009,Barack Obama,democrat
2012,Washington,Chelan,53007,Mitt Romney,republican
2012,Washington,Benton,53005,Mitt Romney,republican
2012,Washington,Asotin,53003,Mitt Romney,republican
2012,Washington,Adams,53001,Mitt Romney,republican
2012,Virginia,Winchester,51840,Barack Obama,democrat
2012,Virginia,Williamsburg,51830,Barack Obama,democrat
2012,Virginia,Waynesboro,51820,Mitt Romney,republican
2012,Virginia,Virginia Beach,51810,Mitt Romney,republican
2012,Virginia,Suffolk,51800,Barack Obama,democrat
2012,Virginia,Staunton,51790,Barack Obama,democrat
2012,Virginia,Salem,51775,Mitt Romney,republican
2012,Virginia,Roanoke,51770,Barack Obama,democrat
2012,Virginia,Richmond,51760,Barack Obama,democrat
2012,Virginia,Radford,51750,Barack Obama,democrat
2012,Virginia,Portsmouth,51740,Barack Obama,democrat
2012,Virginia,Poquoson,51735,Mitt Romney,republican
2012,Virginia,Petersburg,51730,Barack Obama,democrat
2012,Virginia,Norton,51720,Mitt Romney,republican
2012,Virginia,Norfolk,51710,Barack Obama,democrat
2012,Virginia,Newport News,51700,Barack Obama,democrat
2012,Virginia,Martinsville,51690,Barack Obama,democrat
2012,Virginia,Manassas Park,51685,Barack Obama,democrat
2012,Virginia,Manassas,51683,Barack Obama,democrat
2012,Virginia,Lynchburg,51680,Mitt Romney,republican
2012,Virginia,Lexington,51678,Barack Obama,democrat
2012,Virginia,Hopewell,51670,Barack Obama,democrat
2012,Virginia,Harrisonburg,51660,Barack Obama,democrat
2012,Virginia,Hampton,51650,Barack Obama,democrat
2012,Virginia,Galax,51640,Mitt Romney,republican
2012,Virginia,Fredericksburg,51630,Barack Obama,democrat
2012,Virginia,Franklin,51620,Barack Obama,democrat
2012,Virginia,Falls Church,51610,Barack Obama,democrat
2012,Virginia,Fairfax,51600,Barack Obama,democrat
2012,Virginia,Emporia,51595,Barack Obama,democrat
2012,Virginia,Danville,51590,Barack Obama,democrat
2012,Virginia,Covington,51580,Barack Obama,democrat
2012,Virginia,Colonial Heights,51570,Mitt Romney,republican
2012,Virginia,Chesapeake,51550,Barack Obama,democrat
2012,Virginia,Charlottesville,51540,Barack Obama,democrat
2012,Virginia,Buena Vista,51530,Mitt Romney,republican
2012,Virginia,Bristol,51520,Mitt Romney,republican
2012,Virginia,Bedford,51515,Mitt Romney,republican
2012,Virginia,Alexandria,51510,Barack Obama,democrat
2012,Virginia,York,51199,Mitt Romney,republican
2012,Virginia,Wythe,51197,Mitt Romney,republican
2012,Virginia,Wise,51195,Mitt Romney,republican
2012,Virginia,Westmoreland,51193,Barack Obama,democrat
2012,Virginia,Washington,51191,Mitt Romney,republican
2012,Virginia,Warren,51187,Mitt Romney,republican
2012,Virginia,Tazewell,51185,Mitt Romney,republican
2012,Virginia,Sussex,51183,Barack Obama,democrat
2012,Virginia,Surry,51181,Barack Obama,democrat
2012,Virginia,Stafford,51179,Mitt Romney,republican
2012,Virginia,Spotsylvania,51177,Mitt Romney,republican
2012,Virginia,Southampton,51175,Mitt Romney,republican
2012,Virginia,Smyth,51173,Mitt Romney,republican
2012,Virginia,Shenandoah,51171,Mitt Romney,republican
2012,Virginia,Scott,51169,Mitt Romney,republican
2012,Virginia,Russell,51167,Mitt Romney,republican
2012,Virginia,Rockingham,51165,Mitt Romney,republican
2012,Virginia,Rockbridge,51163,Mitt Romney,republican
2012,Virginia,Roanoke,51161,Mitt Romney,republican
2012,Virginia,Richmond,51159,Mitt Romney,republican
2012,Virginia,Rappahannock,51157,Mitt Romney,republican
2012,Virginia,Pulaski,51155,Mitt Romney,republican
2012,Virginia,Prince William,51153,Barack Obama,democrat
2012,Virginia,Prince George,51149,Mitt Romney,republican
2012,Virginia,Prince Edward,51147,Barack Obama,democrat
2012,Virginia,Powhatan,51145,Mitt Romney,republican
2012,Virginia,Pittsylvania,51143,Mitt Romney,republican
2012,Virginia,Patrick,51141,Mitt Romney,republican
2012,Virginia,Page,51139,Mitt Romney,republican
2012,Virginia,Orange,51137,Mitt Romney,republican
2012,Virginia,Nottoway,51135,Mitt Romney,republican
2012,Virginia,Northumberland,51133,Mitt Romney,republican
2012,Virginia,Northampton,51131,Barack Obama,democrat
2012,Virginia,New Kent,51127,Mitt Romney,republican
2012,Virginia,Nelson,51125,Barack Obama,democrat
2012,Virginia,Montgomery,51121,Mitt Romney,republican
2012,Virginia,Middlesex,51119,Mitt Romney,republican
2012,Virginia,Mecklenburg,51117,Mitt Romney,republican
2012,Virginia,Mathews,51115,Mitt Romney,republican
2012,Virginia,Madison,51113,Mitt Romney,republican
2012,Virginia,Lunenburg,51111,Mitt Romney,republican
2012,Virginia,Louisa,51109,Mitt Romney,republican
2012,Virginia,Loudoun,51107,Barack Obama,democrat
2012,Virginia,Lee,51105,Mitt Romney,republican
2012,Virginia,Lancaster,51103,Mitt Romney,republican
2012,Virginia,King William,51101,Mitt Romney,republican
2012,Virginia,King George,51099,Mitt Romney,republican
2012,Virginia,King and Queen,51097,Mitt Romney,republican
2012,Virginia,James City,51095,Mitt Romney,republican
2012,Virginia,Isle of Wight,51093,Mitt Romney,republican
2012,Virginia,Highland,51091,Mitt Romney,republican
2012,Virginia,Henry,51089,Mitt Romney,republican
2012,Virginia,Henrico,51087,Barack Obama,democrat
2012,Virginia,Hanover,51085,Mitt Romney,republican
2012,Virginia,Halifax,51083,Mitt Romney,republican
2012,Virginia,Greensville,51081,Barack Obama,democrat
2012,Virginia,Greene,51079,Mitt Romney,republican
2012,Virginia,Grayson,51077,Mitt Romney,republican
2012,Virginia,Goochland,51075,Mitt Romney,republican
2012,Virginia,Gloucester,51073,Mitt Romney,republican
2012,Virginia,Giles,51071,Mitt Romney,republican
2012,Virginia,Frederick,51069,Mitt Romney,republican
2012,Virginia,Franklin,51067,Mitt Romney,republican
2012,Virginia,Fluvanna,51065,Mitt Romney,republican
2012,Virginia,Floyd,51063,Mitt Romney,republican
2012,Virginia,Fauquier,51061,Mitt Romney,republican
2012,Virginia,Fairfax,51059,Barack Obama,democrat
2012,Virginia,Essex,51057,Barack Obama,democrat
2012,Virginia,Dinwiddie,51053,Mitt Romney,republican
2012,Virginia,Dickenson,51051,Mitt Romney,republican
2012,Virginia,Cumberland,51049,Mitt Romney,republican
2012,Virginia,Culpeper,51047,Mitt Romney,republican
2012,Virginia,Craig,51045,Mitt Romney,republican
2012,Virginia,Clarke,51043,Mitt Romney,republican
2012,Virginia,Chesterfield,51041,Mitt Romney,republican
2012,Virginia,Charlotte,51037,Mitt Romney,republican
2012,Virginia,Charles City,51036,Barack Obama,democrat
2012,Virginia,Carroll,51035,Mitt Romney,republican
2012,Virginia,Caroline,51033,Barack Obama,democrat
2012,Virginia,Campbell,51031,Mitt Romney,republican
2012,Virginia,Buckingham,51029,Barack Obama,democrat
2012,Virginia,Buchanan,51027,Mitt Romney,republican
2012,Virginia,Brunswick,51025,Barack Obama,democrat
2012,Virginia,Botetourt,51023,Mitt Romney,republican
2012,Virginia,Bland,51021,Mitt Romney,republican
2012,Virginia,Bedford,51019,Mitt Romney,republican
2012,Virginia,Bath,51017,Mitt Romney,republican
2012,Virginia,Augusta,51015,Mitt Romney,republican
2012,Virginia,Arlington,51013,Barack Obama,democrat
2012,Virginia,Appomattox,51011,Mitt Romney,republican
2012,Virginia,Amherst,51009,Mitt Romney,republican
2012,Virginia,Amelia,51007,Mitt Romney,republican
2012,Virginia,Alleghany,51005,Mitt Romney,republican
2012,Virginia,Albemarle,51003,Barack Obama,democrat
2012,Virginia,Accomack,51001,Mitt Romney,republican
2012,Vermont,Windsor,50027,Barack Obama,democrat
2012,Vermont,Windham,50025,Barack Obama,democrat
2012,Vermont,Washington,50023,Barack Obama,democrat
2012,Vermont,Rutland,50021,Barack Obama,democrat
2012,Vermont,Orleans,50019,Barack Obama,democrat
2012,Vermont,Orange,50017,Barack Obama,democrat
2012,Vermont,Lamoille,50015,Barack Obama,democrat
2012,Vermont,Grand Isle,50013,Barack Obama,democrat
2012,Vermont,Franklin,50011,Barack Obama,democrat
2012,Vermont,Essex,50009,Barack Obama,democrat
2012,Vermont,Chittenden,50007,Barack Obama,democrat
2012,Vermont,Caledonia,50005,Barack Obama,democrat
2012,Vermont,Bennington,50003,Barack Obama,democrat
2012,Vermont,Addison,50001,Barack Obama,democrat
2012,Utah,Weber,49057,Mitt Romney,republican
2012,Utah,Wayne,49055,Mitt Romney,republican
2012,Utah,Washington,49053,Mitt Romney,republican
2012,Utah,Wasatch,49051,Mitt Romney,republican
2012,Utah,Utah,49049,Mitt Romney,republican
2012,Utah,Uintah,49047,Mitt Romney,republican
2012,Utah,Tooele,49045,Mitt Romney,republican
2012,Utah,Summit,49043,Mitt Romney,republican
2012,Utah,Sevier,49041,Mitt Romney,republican
2012,Utah,Sanpete,49039,Mitt Romney,republican
2012,Utah,San Juan,49037,Mitt Romney,republican
2012,Utah,Salt Lake,49035,Mitt Romney,republican
2012,Utah,Rich,49033,Mitt Romney,republican
2012,Utah,Piute,49031,Mitt Romney,republican
2012,Utah,Morgan,49029,Mitt Romney,republican
2012,Utah,Millard,49027,Mitt Romney,republican
2012,Utah,Kane,49025,Mitt Romney,republican
2012,Utah,Juab,49023,Mitt Romney,republican
2012,Utah,Iron,49021,Mitt Romney,republican
2012,Utah,Grand,49019,Mitt Romney,republican
2012,Utah,Garfield,49017,Mitt Romney,republican
2012,Utah,Emery,49015,Mitt Romney,republican
2012,Utah,Duchesne,49013,Mitt Romney,republican
2012,Utah,Davis,49011,Mitt Romney,republican
2012,Utah,Daggett,49009,Mitt Romney,republican
2012,Utah,Carbon,49007,Mitt Romney,republican
2012,Utah,Cache,49005,Mitt Romney,republican
2012,Utah,Box Elder,49003,Mitt Romney,republican
2012,Utah,Beaver,49001,Mitt Romney,republican
2012,Texas,Zavala,48507,Barack Obama,democrat
2012,Texas,Zapata,48505,Barack Obama,democrat
2012,Texas,Young,48503,Mitt Romney,republican
2012,Texas,Yoakum,48501,Mitt Romney,republican
2012,Texas,Wood,48499,Mitt Romney,republican
2012,Texas,Wise,48497,Mitt Romney,republican
2012,Texas,Winkler,48495,Mitt Romney,republican
2012,Texas,Wilson,48493,Mitt Romney,republican
2012,Texas,Williamson,48491,Mitt Romney,republican
2012,Texas,Willacy,48489,Barack Obama,democrat
2012,Texas,Wilbarger,48487,Mitt Romney,republican
2012,Texas,Wichita,48485,Mitt Romney,republican
2012,Texas,Wheeler,48483,Mitt Romney,republican
2012,Texas,Wharton,48481,Mitt Romney,republican
2012,Texas,Webb,48479,Barack Obama,democrat
2012,Texas,Washington,48477,Mitt Romney,republican
2012,Texas,Ward,48475,Mitt Romney,republican
2012,Texas,Waller,48473,Mitt Romney,republican
2012,Texas,Walker,48471,Mitt Romney,republican
2012,Texas,Victoria,48469,Mitt Romney,republican
2012,Texas,Van Zandt,48467,Mitt Romney,republican
2012,Texas,Val Verde,48465,Barack Obama,democrat
2012,Texas,Uvalde,48463,Mitt Romney,republican
2012,Texas,Upton,48461,Mitt Romney,republican
2012,Texas,Upshur,48459,Mitt Romney,republican
2012,Texas,Tyler,48457,Mitt Romney,republican
2012,Texas,Trinity,48455,Mitt Romney,republican
2012,Texas,Travis,48453,Barack Obama,democrat
2012,Texas,Tom Green,48451,Mitt Romney,republican
2012,Texas,Titus,48449,Mitt Romney,republican
2012,Texas,Throckmorton,48447,Mitt Romney,republican
2012,Texas,Terry,48445,Mitt Romney,republican
2012,Texas,Terrell,48443,Mitt Romney,republican
2012,Texas,Taylor,48441,Mitt Romney,republican
2012,Texas,Tarrant,48439,Mitt Romney,republican
2012,Texas,Swisher,48437,Mitt Romney,republican
2012,Texas,Sutton,48435,Mitt Romney,republican
2012,Texas,Stonewall,48433,Mitt Romney,republican
2012,Texas,Sterling,48431,Mitt Romney,republican
2012,Texas,Stephens,48429,Mitt Romney,republican
2012,Texas,Starr,48427,Barack Obama,democrat
2012,Texas,Somervell,48425,Mitt Romney,republican
2012,Texas,Smith,48423,Mitt Romney,republican
2012,Texas,Sherman,48421,Mitt Romney,republican
2012,Texas,Shelby,48419,Mitt Romney,republican
2012,Texas,Shackelford,48417,Mitt Romney,republican
2012,Texas,Scurry,48415,Mitt Romney,republican
2012,Texas,Schleicher,48413,Mitt Romney,republican
2012,Texas,San Saba,48411,Mitt Romney,republican
2012,Texas,San Patricio,48409,Mitt Romney,republican
2012,Texas,San Jacinto,48407,Mitt Romney,republican
2012,Texas,San Augustine,48405,Mitt Romney,republican
2012,Texas,Sabine,48403,Mitt Romney,republican
2012,Texas,Rusk,48401,Mitt Romney,republican
2012,Texas,Runnels,48399,Mitt Romney,republican
2012,Texas,Rockwall,48397,Mitt Romney,republican
2012,Texas,Robertson,48395,Mitt Romney,republican
2012,Texas,Roberts,48393,Mitt Romney,republican
2012,Texas,Refugio,48391,Mitt Romney,republican
2012,Texas,Reeves,48389,Barack Obama,democrat
2012,Texas,Red River,48387,Mitt Romney,republican
2012,Texas,Real,48385,Mitt Romney,republican
2012,Texas,Reagan,48383,Mitt Romney,republican
2012,Texas,Randall,48381,Mitt Romney,republican
2012,Texas,Rains,48379,Mitt Romney,republican
2012,Texas,Presidio,48377,Barack Obama,democrat
2012,Texas,Potter,48375,Mitt Romney,republican
2012,Texas,Polk,48373,Mitt Romney,republican
2012,Texas,Pecos,48371,Mitt Romney,republican
2012,Texas,Parmer,48369,Mitt Romney,republican
2012,Texas,Parker,48367,Mitt Romney,republican
2012,Texas,Panola,48365,Mitt Romney,republican
2012,Texas,Palo Pinto,48363,Mitt Romney,republican
2012,Texas,Orange,48361,Mitt Romney,republican
2012,Texas,Oldham,48359,Mitt Romney,republican
2012,Texas,Ochiltree,48357,Mitt Romney,republican
2012,Texas,Nueces,48355,Mitt Romney,republican
2012,Texas,Nolan,48353,Mitt Romney,republican
2012,Texas,Newton,48351,Mitt Romney,republican
2012,Texas,Navarro,48349,Mitt Romney,republican
2012,Texas,Nacogdoches,48347,Mitt Romney,republican
2012,Texas,Motley,48345,Mitt Romney,republican
2012,Texas,Morris,48343,Mitt Romney,republican
2012,Texas,Moore,48341,Mitt Romney,republican
2012,Texas,Montgomery,48339,Mitt Romney,republican
2012,Texas,Montague,48337,Mitt Romney,republican
2012,Texas,Mitchell,48335,Mitt Romney,republican
2012,Texas,Mills,48333,Mitt Romney,republican
2012,Texas,Milam,48331,Mitt Romney,republican
2012,Texas,Midland,48329,Mitt Romney,republican
2012,Texas,Menard,48327,Mitt Romney,republican
2012,Texas,Medina,48325,Mitt Romney,republican
2012,Texas,Maverick,48323,Barack Obama,democrat
2012,Texas,Matagorda,48321,Mitt Romney,republican
2012,Texas,Mason,48319,Mitt Romney,republican
2012,Texas,Martin,48317,Mitt Romney,republican
2012,Texas,Marion,48315,Mitt Romney,republican
2012,Texas,Madison,48313,Mitt Romney,republican
2012,Texas,McMullen,48311,Mitt Romney,republican
2012,Texas,McLennan,48309,Mitt Romney,republican
2012,Texas,McCulloch,48307,Mitt Romney,republican
2012,Texas,Lynn,48305,Mitt Romney,republican
2012,Texas,Lubbock,48303,Mitt Romney,republican
2012,Texas,Loving,48301,Mitt Romney,republican
2012,Texas,Llano,48299,Mitt Romney,republican
2012,Texas,Live Oak,48297,Mitt Romney,republican
2012,Texas,Lipscomb,48295,Mitt Romney,republican
2012,Texas,Limestone,48293,Mitt Romney,republican
2012,Texas,Liberty,48291,Mitt Romney,republican
2012,Texas,Leon,48289,Mitt Romney,republican
2012,Texas,Lee,48287,Mitt Romney,republican
2012,Texas,Lavaca,48285,Mitt Romney,republican
2012,Texas,La Salle,48283,Barack Obama,democrat
2012,Texas,Lampasas,48281,Mitt Romney,republican
2012,Texas,Lamb,48279,Mitt Romney,republican
2012,Texas,Lamar,48277,Mitt Romney,republican
2012,Texas,Knox,48275,Mitt Romney,republican
2012,Texas,Kleberg,48273,Barack Obama,democrat
2012,Texas,Kinney,48271,Mitt Romney,republican
2012,Texas,King,48269,Mitt Romney,republican
2012,Texas,Kimble,48267,Mitt Romney,republican
2012,Texas,Kerr,48265,Mitt Romney,republican
2012,Texas,Kent,48263,Mitt Romney,republican
2012,Texas,Kenedy,48261,Mitt Romney,republican
2012,Texas,Kendall,48259,Mitt Romney,republican
2012,Texas,Kaufman,48257,Mitt Romney,republican
2012,Texas,Karnes,48255,Mitt Romney,republican
2012,Texas,Jones,48253,Mitt Romney,republican
2012,Texas,Johnson,48251,Mitt Romney,republican
2012,Texas,Jim Wells,48249,Barack Obama,democrat
2012,Texas,Jim Hogg,48247,Barack Obama,democrat
2012,Texas,Jefferson,48245,Barack Obama,democrat
2012,Texas,Jeff Davis,48243,Mitt Romney,republican
2012,Texas,Jasper,48241,Mitt Romney,republican
2012,Texas,Jackson,48239,Mitt Romney,republican
2012,Texas,Jack,48237,Mitt Romney,republican
2012,Texas,Irion,48235,Mitt Romney,republican
2012,Texas,Hutchinson,48233,Mitt Romney,republican
2012,Texas,Hunt,48231,Mitt Romney,republican
2012,Texas,Hudspeth,48229,Mitt Romney,republican
2012,Texas,Howard,48227,Mitt Romney,republican
2012,Texas,Houston,48225,Mitt Romney,republican
2012,Texas,Hopkins,48223,Mitt Romney,republican
2012,Texas,Hood,48221,Mitt Romney,republican
2012,Texas,Hockley,48219,Mitt Romney,republican
2012,Texas,Hill,48217,Mitt Romney,republican
2012,Texas,Hidalgo,48215,Barack Obama,democrat
2012,Texas,Henderson,48213,Mitt Romney,republican
2012,Texas,Hemphill,48211,Mitt Romney,republican
2012,Texas,Hays,48209,Mitt Romney,republican
2012,Texas,Haskell,48207,Mitt Romney,republican
2012,Texas,Hartley,48205,Mitt Romney,republican
2012,Texas,Harrison,48203,Mitt Romney,republican
2012,Texas,Harris,48201,Barack Obama,democrat
2012,Texas,Hardin,48199,Mitt Romney,republican
2012,Texas,Hardeman,48197,Mitt Romney,republican
2012,Texas,Hansford,48195,Mitt Romney,republican
2012,Texas,Hamilton,48193,Mitt Romney,republican
2012,Texas,Hall,48191,Mitt Romney,republican
2012,Texas,Hale,48189,Mitt Romney,republican
2012,Texas,Guadalupe,48187,Mitt Romney,republican
2012,Texas,Grimes,48185,Mitt Romney,republican
2012,Texas,Gregg,48183,Mitt Romney,republican
2012,Texas,Grayson,48181,Mitt Romney,republican
2012,Texas,Gray,48179,Mitt Romney,republican
2012,Texas,Gonzales,48177,Mitt Romney,republican
2012,Texas,Goliad,48175,Mitt Romney,republican
2012,Texas,Glasscock,48173,Mitt Romney,republican
2012,Texas,Gillespie,48171,Mitt Romney,republican
2012,Texas,Garza,48169,Mitt Romney,republican
2012,Texas,Galveston,48167,Mitt Romney,republican
2012,Texas,Gaines,48165,Mitt Romney,republican
2012,Texas,Frio,48163,Barack Obama,democrat
2012,Texas,Freestone,48161,Mitt Romney,republican
2012,Texas,Franklin,48159,Mitt Romney,republican
2012,Texas,Fort Bend,48157,Mitt Romney,republican
2012,Texas,Foard,48155,Mitt Romney,republican
2012,Texas,Floyd,48153,Mitt Romney,republican
2012,Texas,Fisher,48151,Mitt Romney,republican
2012,Texas,Fayette,48149,Mitt Romney,republican
2012,Texas,Fannin,48147,Mitt Romney,republican
2012,Texas,Falls,48145,Mitt Romney,republican
2012,Texas,Erath,48143,Mitt Romney,republican
2012,Texas,El Paso,48141,Barack Obama,democrat
2012,Texas,Ellis,48139,Mitt Romney,republican
2012,Texas,Edwards,48137,Mitt Romney,republican
2012,Texas,Ector,48135,Mitt Romney,republican
2012,Texas,Eastland,48133,Mitt Romney,republican
2012,Texas,Duval,48131,Barack Obama,democrat
